"group","metric","site_name","reporting_area","Ii","Z.Ii","p","p_fdr_metric","sig_p05","sig_fdr05","cluster","site_number","p450","sod","shell","length","height","width","weight_change","weight_initial","weight_final","ci1","ci2","ci3","ibr_bio","ibr_morph","ibr_combined","chlordane_index","ddt_index","hch_index","heavy_metal_index","nutrient_metal_index","total_metal_index","pah_lmw_index","pah_hmw_index","pah_add_index","total_pah_index","pbde_index","pcb_index","pesticide_index","total_con_index","z_alpha_chlordane","z_beta_chlordane","z_trans_nonachlor","z_opDDD","z_opDDT","z_ppDDD","z_ppDDT","z_ppDDE","z_alpha_hexachlorocyclohexane","z_beta_hexachlorocyclohexane","z_gamma_hexachlorocyclohexane","z_arsenic","z_cadmium","z_mercury","z_copper","z_lead","z_zinc","z_acenaphthene","z_acenaphthylene","z_C1.dibenzothiophenes","z_C1.fluorenes","z_C1.naphthalenes","z_C1.phenanthrenes_anthracenes","z_C2.dibenzothiophenes","z_C2.fluorenes","z_C2.naphthalenes","z_C2.phenanthrenes_anthracenes","z_C3.dibenzothiophenes","z_C3.fluorenes","z_C3.naphthalenes","z_C3.phenanthrenes_anthracenes","z_C4.dibenzothiophenes","z_C4.naphthalenes","z_C4.phenanthrenes_anthracenes","z_dibenzothiophene","z_fluorene","z_naphthalene","z_phenanthrene","z_benz_a_anthracene","z_benzo_a_pyrene","z_benzo_b_fluoranthene","z_benzo_e_pyrene","z_benzo_ghi_perylene","z_benzo_k_fluoranthene","z_C1.benzanthracenes_chrysenes","z_C1.fluoranthenes_pyrenes","z_C2.benzanthracenes_chrysenes","z_C2.fluoranthenes_pyrenes","z_C3.benzanthracenes_chrysenes","z_C3.fluoranthenes_pyrenes","z_C4.benzanthracenes_chrysenes","z_C4.fluoranthenes_pyrenes","z_chrysene","z_dibenz_ah_anthracene","z_fluoranthene","z_indeno_123cd_pyrene","z_perylene","z_pyrene","z_1.methylnaphthalene","z_1.methylphenanthrene","z_1_7.dimethylphenanthrene","z_2.methylnaphthalene","z_235.trimethylnaphthalene","z_26.dimethylnaphthalene","z_3.methylphenanthrene","z_9.methylphenanthrene","z_retene","z_BDE100","z_BDE047","z_BDE099","z_PCB101","z_PCB105","z_PCB110","z_PCB118","z_PCB128","z_PCB138","z_PCB149","z_PCB151","z_PCB153","z_PCB156","z_PCB158","z_PCB017","z_PCB170","z_PCB177","z_PCB018","z_PCB180","z_PCB183","z_PCB187","z_PCB028","z_PCB031","z_PCB033","z_PCB044","z_PCB049","z_PCB052","z_PCB066","z_PCB070","z_PCB074","z_PCB087","z_PCB095","z_PCB099","z_dieldrin","z_mirex","z_arsenic.1","z_cadmium.1","z_mercury.1","z_copper.1","z_lead.1","z_zinc.1"
"indices","pah_add_index","Chuckanut, Clark's Point","7",0.00208536159710768,0.418512933827087,0.675572132142277,0.94174679012176,FALSE,FALSE,"NS","74",0.242476201,-0.250348838,0.212209897,-0.039570543,-0.064600205,-0.10850992,-0.198638052,-0.168433773,-0.108532578,0.013885782,-0.028876674,-0.083709739,1.634552516,0.948975094,2.58352761,0,2.70902694,0,8.991669663,2.709440795,11.70111046,3.339112525,0.667355314,5.199915646,9.206383485,0,16.02104717,0,39.63756806,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,0.681070503,0.342779509,-0.149905073,-0.444459571,-0.115470054,-0.35941442,-0.785201802,0.527829631,1.18015162,-0.184642468,0.815873162,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.290845511,-0.364053743,-0.460124335,0.146814433,-0.480415671,-0.490803088,-0.362342733,-0.224736767,-0.477998715,-0.533631239,-0.260169292,-0.148693206,-0.185435908,-0.216105622,-0.375148115,-0.229127698,-0.283980335,-0.302027749,-0.32016868,-0.362598028,-0.410055899,-0.335231046,-0.347565762,-0.299773622,-0.546982565,-0.327602867,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.306347872,-0.283220912,-0.283727021,-0.359927918,-0.226208062,-0.284870476,-0.191452626,-0.399678273,-0.394532968,-0.397009614,-0.181678694,-0.239741722,-0.276148148,-0.301703671,1.711624213,-0.22868603,-0.770030137,-0.605705551,-0.806566221,0.176822065,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.58183769,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.595287401,-0.500898343,-0.286546897,-0.696907777,0.13640469,0.35011659,0.510703911,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,-0.35941442,-0.785201802,0.527829631,1.18015162,-0.184642468,0.815873162
"indices","pah_add_index","Commencement Bay Skookum","11",0.00280035839079544,0.0825538613424535,0.934206289298729,0.95225172397669,FALSE,FALSE,"NS","45",1.508762665,-0.401355539,0.308131942,-0.110533989,-0.157945969,-0.155678117,-0.457091803,-0.379689509,-0.211885369,-0.033130811,-0.076656332,-0.118484086,2.274540177,1.189381819,3.463921996,9.163160314,18.48282344,0,8.071072634,0.902405121,8.973477755,10.91991471,4.415327323,6.075471698,21.41071373,5.980601374,31.77520869,2.112388183,97.89837349,2.806752749,2.99759861,2.212020668,1.067638469,4.606031035,1.007167962,5.631786792,3.266964895,-0.149905073,-0.444459571,-0.115470054,-0.803745434,-0.197978232,-0.249874841,-0.27824713,-0.096070769,-0.017855693,0.007741287,-0.160755402,-0.234492818,0.142034402,-0.315388755,-0.063546891,0.197180188,0.129634639,1.306815018,0.104914597,0.301155423,0.051734036,-0.224736767,0.222727939,0.156801596,0.294891423,0.40019974,-0.185435908,-0.060041951,-0.375148115,-0.092854823,-0.066684402,-0.302027749,-0.17848034,-0.124857699,-0.410055899,-0.180460431,-0.006848252,-0.105392885,0.138875959,-0.062124725,0.310823217,0.004493282,-0.346068858,-0.395481464,-0.05752846,-0.283220912,-0.143701289,-0.359927918,-0.389083926,-0.156137624,-0.191452626,0.011296538,0.234518102,-0.397009614,-0.181678694,-0.239741722,-0.125441837,-0.044642889,1.139387292,-0.22868603,2.021282589,2.583583097,0.897899876,1.04929936,-0.574233955,-0.402812367,-0.474532547,-0.377375669,0.575280686,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.835322643,1.110903256,-0.286546897,0.878548633,1.045769287,1.007955694,0.510703911,2.339881986,2.369784045,1.566121181,1.699447423,2.155803358,-0.263493966,1.514299779,1.150005226,0.894323464,1.602035198,-0.115470054,-0.803745434,-0.197978232,-0.249874841,-0.27824713,-0.096070769,-0.017855693
"indices","pah_add_index","Commencement Bay, Dick Gilmur Launch","11",-0.0081126464933038,-0.163919065777072,0.86979485779356,0.94174679012176,FALSE,FALSE,"NS","48",0.789774781,0.086434538,0.441809756,0.03392878,-0.056762226,-0.060528876,-0.040481948,-0.048626005,-0.077076953,0.042792062,0.008522054,-0.140287936,1.5431623,0.856205491,2.399367791,8.071134522,16.13265701,0,10.36687348,1.84167599,12.20854947,11.22040322,4.210887135,4.279995521,19.71128588,8.362130045,45.59350654,1.605415019,111.6846785,2.057619453,2.759441941,2.107284841,1.067638469,4.134262748,1.523165803,4.151198742,2.353156962,-0.149905073,-0.444459571,-0.115470054,-1.396186785,-1.749926239,-0.098463351,-0.383789145,-0.096070769,-0.851584548,0.02748947,-0.160755402,-0.234492818,0.104607682,0.484819521,-0.092563736,0.197180188,0.17176028,1.663738275,-0.000444851,0.406749891,0.235768155,0.468578214,0.049821362,0.376829642,0.156126244,0.191998967,-0.185435908,-0.031666738,-0.375148115,-0.078659732,-0.166523074,-0.302027749,-0.248933106,-0.116052502,-0.410055899,-0.25152857,-0.108554972,-0.126407019,0.045349797,-0.076321417,0.224657507,-0.041988945,-0.346068858,0.013087493,-0.142232941,-0.283220912,-0.129557276,-0.359927918,-0.389083926,-0.123954411,-0.191452626,0.011296538,0.037939643,0.939423107,-0.181678694,-0.239741722,-0.108508544,-0.023221157,0.223808218,3.127032883,1.630498807,2.000176637,0.865740138,0.700308442,2.231083304,2.779579708,-0.474532547,2.507759414,0.343857011,-0.325643257,1.77885084,-0.115470054,-0.162716982,3.713392342,-0.115470054,-0.286085169,2.275534098,0.676956671,-0.286546897,0.69320082,1.424671202,1.446515097,1.446994414,2.016842595,1.9232167,1.278090066,1.765215512,-0.966629525,3.420955557,1.440214663,0.83742291,0.707356886,1.095062034,-0.115470054,-1.396186785,-1.749926239,-0.098463351,-0.383789145,-0.096070769,-0.851584548
"indices","pah_add_index","Commencement Bay, Milwaukee Waterway","11",-0.00423444242255648,-0.14510994950008,0.884624062873378,0.94174679012176,FALSE,FALSE,"NS","49",1.686850849,-2.581698221,0.431690592,-0.090652359,-0.22005727,-0.161024934,-0.379193231,-0.314618899,-0.178589212,0.092392119,-0.063949796,-0.108243564,4.683419165,1.293380459,5.976799624,10.87012993,3.69043959,0,10.18437232,2.711684933,12.89605726,10.31302099,3.010031502,4.694796636,18.01784913,4.85678793,26.16235632,0,76.49362016,3.127809875,4.069303622,2.526228149,-0.447637892,-0.229593899,0.468735431,0.866144009,0.129557658,-0.149905073,-0.444459571,-0.115470054,-1.02591094,-1.875759861,-0.036522287,0.930688676,-0.370643035,-1.007908708,-0.049528441,-0.160755402,-0.234492818,0.039110922,0.332779948,-0.165105849,0.103641199,0.045383357,1.574507461,-0.076537786,0.195560955,0.205095802,0.437764215,-0.013881061,0.452701383,0.202381304,0.229853653,-0.185435908,-0.089835924,-0.375148115,-0.175186351,-0.236997431,-0.302027749,-0.295901616,-0.248130462,-0.410055899,-0.32259671,-0.146694991,-0.210463553,0.076525184,-0.189894954,0.232490753,-0.111712285,-0.346068858,-0.395481464,-0.232231452,-0.283220912,-0.229979771,-0.359927918,-0.389083926,-0.222802851,-0.191452626,0.011296538,0.037939643,0.68550089,-0.181678694,-0.239741722,-0.176241717,-0.12604547,1.063089035,-0.22868603,1.714238189,1.766814053,-0.25985068,0.351317524,1.322318558,1.907691468,-0.474532547,1.526813486,-0.263630137,-0.325643257,0.950349555,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.955340265,-0.500898343,-0.286546897,-0.696907777,1.12154967,1.336875247,1.021407821,1.209244119,-0.421261862,0.529209168,0.712926086,-0.966629525,-0.263493966,-0.634168596,0.122949044,0.146457153,-0.510352985,-0.115470054,-1.02591094,-1.875759861,-0.036522287,0.930688676,-0.370643035,-1.007908708
"indices","pah_add_index","Des Moines Marina","11",0.0341424066715909,0.603710780438426,0.546035945528128,0.94174679012176,FALSE,FALSE,"NS","21",1.865289825,-0.653759032,0.707931391,-0.024700211,-0.151255813,-0.070348053,-0.304475465,-0.195932927,0.032064783,-0.058293663,-0.107889768,-0.23373842,3.044934368,1.262972505,4.307906872,2.304188196,13.28966143,0,7.545278719,1.215321411,8.76060013,131.6057424,91.87726251,58.5246115,282.0076164,0,15.8201363,1.520919492,323.7031219,-0.40381852,-0.336594759,1.897813187,1.588514718,5.077799321,3.273071528,-0.383102158,0.83014374,-0.149905073,-0.444459571,-0.115470054,-0.063193744,0.598968042,0.761829207,-0.220678758,-0.06949926,0.607440948,8.064999608,7.143641505,7.443008223,7.66948343,7.686694007,6.842462252,6.651370392,6.279978234,-1.191647781,5.958217275,5.316892658,4.989982907,8.24911301,4.681897556,3.715186207,6.863109876,3.409647271,8.172989539,8.29645826,-0.375148115,7.893303446,6.111567521,5.318836073,5.802176668,4.65636448,3.747887575,4.012559795,3.769013699,5.416070738,3.194063929,4.253669679,3.130791924,3.467419171,2.427412636,3.690208109,5.935313558,5.027171185,6.178672666,4.488946648,3.360848775,5.880513606,7.900745526,6.871414537,4.706678053,7.220656895,7.953188214,7.430095694,6.884941606,6.981685145,0.757896011,-0.22868603,-0.770030137,-0.605705551,-0.034732517,0.46764783,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.003278502,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.715305022,-0.500898343,-0.286546897,-0.696907777,0.287965456,0.569396291,0.510703911,-0.648232377,-0.421261862,0.18357183,0.647157997,0.679744177,-0.263493966,0.921618848,0.212258277,0.33342373,1.010566507,-0.115470054,-0.063193744,0.598968042,0.761829207,-0.220678758,-0.06949926,0.607440948
"indices","pah_add_index","Discovery Bay","6",0.0112283066794483,0.286607971050001,0.774412510372056,0.94174679012176,FALSE,FALSE,"NS","12",0.776495727,-0.899509412,0.385687863,-0.023346452,-0.044489747,0.002147859,-0.044334454,-0.001148047,0.096358006,0.021119793,-0.042317341,0.021938536,2.572494872,0.749517757,3.322012629,0,0.670125818,0,5.037097613,1.731223884,6.768321497,5.512939392,1.083096793,4.451441862,11.04747805,0,19.11641045,0,37.60233582,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.631948953,-0.149905073,-0.444459571,-0.115470054,1.121688959,1.857304263,0.252536013,-0.27824713,-0.39278596,1.389061749,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.232811821,-0.364053743,-0.278984079,-0.12087801,-0.181897234,-0.490803088,-0.374611674,-0.224736767,-0.368794561,-0.533631239,-0.322613622,-0.413676008,-0.185435908,-0.149423871,1.79781367,-0.135440096,-0.231124567,-0.302027749,-0.264589276,-0.314169443,-0.410055899,-0.29101087,-0.339937758,-0.268252421,-0.546982565,-0.313406175,-0.550833887,-0.3813092,-0.346068858,-0.395481464,-0.290465782,-0.283220912,-0.242709383,-0.359927918,-0.222420251,-0.254986064,-0.191452626,-0.203674901,-0.060349587,-0.397009614,-0.181678694,-0.239741722,-0.210108304,-0.196737185,0.261957346,-0.22868603,-0.770030137,-0.605705551,-0.999524647,-1.335471913,0.492576833,-0.402812367,-0.474532547,-0.377375669,-0.726477487,-0.325643257,0.398015365,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.055208106,-0.500898343,-0.286546897,-0.696907777,-0.394057992,-0.088442813,-1.617229051,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,1.121688959,1.857304263,0.252536013,-0.27824713,-0.39278596,1.389061749
"indices","pah_add_index","Donkey Creek Delta","11",0.122428574554045,0.966632386751425,0.333727838275359,0.94174679012176,FALSE,FALSE,"NS","44",0.718920967,-5.026790001,0.267014422,0.013696975,-0.124467304,-0.034681215,-0.10057176,-0.115735453,-0.155577931,0.044624281,0.016310298,-0.147671105,5.811225325,0.581264106,6.392489431,0,1.187950313,0,5.880493251,6.008509269,11.88900252,3.317907384,4.882011285,2.540283678,10.74020235,0.642001927,30.25764743,0,54.71680454,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.114124457,-0.149905073,-0.444459571,-0.115470054,0.529247607,0.51507896,-0.394403991,0.086352558,4.416657282,0.607440948,-0.100873714,-0.160755402,-0.234492818,-0.283694536,0.180740376,-0.237647962,-0.364053743,-0.148394592,-1.191647781,-0.205310445,-0.110663003,-0.10162773,-0.224736767,-0.305092138,-0.040464928,-0.283296821,-0.319039293,-0.185435908,-0.128142462,-0.375148115,-0.186542424,-0.201760252,-0.154219849,-0.147168,-0.195299278,0.180809752,-0.101495832,-0.172121671,-0.210463553,-0.141702528,-0.218288338,0.028826347,-0.204676738,-0.346068858,-0.071615827,-0.152821001,-0.283220912,-0.214421356,0.162841371,-0.104998116,-0.204412443,-0.191452626,-0.187868178,-0.281500354,0.431578673,-0.181678694,-0.239741722,-0.227041597,-0.179599799,-0.615472599,-0.22868603,-0.12802821,-0.605705551,1.444615416,0.816638748,-0.574233955,-0.402812367,1.603712184,-0.377375669,1.269551711,1.861512947,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,1.987439354,-1.324994538,1.296880363,2.277722211,1.619939885,-2.137006803,-1.458940947,0.255351955,0.886204728,1.476649354,0.932452729,1.107534621,0.963601711,-0.263493966,1.143874197,1.016041376,1.501964841,-0.510352985,-0.115470054,0.529247607,0.51507896,-0.394403991,0.086352558,4.416657282,0.607440948
"indices","pah_add_index","Eagle Harbor Dr","10",0.0656465686146278,0.618436825532975,0.536287429311318,0.94174679012176,FALSE,FALSE,"NS","31",-0.265611773,-0.229322065,0.551976651,-0.088095896,-0.336683557,-0.228535006,-0.251971106,-0.246680697,-0.237977406,0.401174115,-0.004219367,0.007644141,1.548772886,1.490070833,3.038843718,0,1.856249477,0,8.375062562,4.667536158,13.04259872,5.866159193,10.83733451,2.976947376,19.68044108,0.865306945,21.15314861,0,56.59774483,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.024827722,-0.383102158,0.038176865,-0.149905073,-0.444459571,-0.115470054,-0.063193744,0.347300797,1.339945805,0.412573331,2.46807991,-0.643152334,-0.045578804,-0.160755402,-0.234492818,-0.283694536,0.204746624,-0.126416722,0.197180188,0.045383357,-1.191647781,-0.070684483,0.353952657,0.113078742,-0.224736767,-0.050282446,0.225086162,-0.237041762,-0.186547892,-0.185435908,-0.075648318,-0.375148115,-0.101371877,-0.060811539,0.155968562,0.322517106,0.192129407,0.830032505,0.459152824,0.094858467,-0.063364618,0.232402122,0.023055428,0.389155682,0.143939962,-0.346068858,0.25224981,0.037764081,-0.283220912,-0.10126925,1.079581719,0.065453371,-0.073380791,-0.191452626,-0.083543803,-0.060349587,0.471671655,-0.181678694,-0.239741722,-0.09157525,-0.087486353,-0.691770856,-0.22868603,0.095276808,-0.605705551,1.219497253,1.04929936,-0.574233955,-0.402812367,1.950086305,-0.377375669,0.719920483,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,-1.324994538,0.986918517,-0.286546897,1.156570353,-2.137006803,-1.458940947,0.425586592,-0.648232377,-0.421261862,0.990058951,1.107534621,1.020373218,-0.263493966,1.29204443,0.792768293,1.361739908,-0.510352985,-0.115470054,-0.063193744,0.347300797,1.339945805,0.412573331,2.46807991,-0.643152334
"indices","pah_add_index","Eastsound, Fishing Bay","7",0.0182044755844013,0.375490373869981,0.70729580415622,0.94174679012176,FALSE,FALSE,"NS","60",-0.218944867,-3.039132328,-0.409836478,-0.092036197,-0.170153708,-0.186755654,-0.496476435,-0.455967384,-0.365506093,-0.047601208,-0.039331935,-0.217385948,4.809115088,1.355258472,6.16437356,0,0.761506611,0,6.953698357,1.708637575,8.662335932,5.384855666,2.605629344,4.249163265,12.23964828,1.825747338,18.88337168,0,42.37260984,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.54056816,-0.149905073,-0.444459571,-0.115470054,1.936295817,0.473134419,-0.029639946,-0.124731472,-0.40164313,1.336953696,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.150597426,-0.364053743,-0.460124335,0.325276062,-0.480415671,-0.105383279,-0.245787791,-0.224736767,-0.186787638,0.111278552,-0.213914232,-0.205475235,-0.185435908,-0.118211137,-0.375148115,-0.027557404,-0.131285896,-0.302027749,-0.147168,-0.186494081,-0.410055899,-0.101495832,-0.197548351,-0.178942353,-0.253933923,-0.189894954,-0.550833887,-0.204676738,-0.346068858,-0.395481464,-0.07870458,-0.283220912,-0.129557276,-0.359927918,-0.389083926,-0.160735226,-0.191452626,-0.143609352,-0.060349587,-0.397009614,-0.181678694,-0.239741722,-0.108508544,-0.141040682,-0.157683063,-0.22868603,-0.072201956,0.522213605,-0.774406483,-1.335471913,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-1.276108715,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.415260969,-0.500898343,-0.286546897,-0.696907777,-0.015156077,0.185656814,-1.617229051,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,1.936295817,0.473134419,-0.029639946,-0.124731472,-0.40164313,1.336953696
"indices","pah_add_index","Edmonds Ferry","9",-0.0225477948556176,-0.462007858924245,0.644075684674216,0.94174679012176,FALSE,FALSE,"NS","69",1.793793375,-9.941205183,0.119619615,-0.054179058,-0.109827419,-0.207159729,-0.172029406,-0.169717594,-0.165433736,0.198930759,-0.001328584,-0.016585457,11.73499856,1.060317892,12.79531645,0,1.187950313,0,7.609835758,2.220439367,9.830275125,5.360383189,2.739010908,6.342332139,14.44172624,2.940426286,16.41302245,0,44.81340041,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.114124457,-0.149905073,-0.444459571,-0.115470054,0.455192438,-0.156033692,0.589770695,0.105542015,0.453073763,0.763765108,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.160269708,-0.364053743,-0.114694079,0.50373769,-0.088244391,-0.490803088,-0.245787791,-0.224736767,-0.2777911,-0.533631239,-0.052021524,0.097362252,-0.185435908,-0.091254685,-0.375148115,-0.12976206,-0.113667307,-0.147974445,-0.16282417,-0.195299278,-0.410055899,-0.212046271,-0.222975031,-0.157928219,-0.269521616,-0.218288338,-0.550833887,-0.227917852,-0.346068858,-0.395481464,-0.158115031,-0.283220912,-0.157845303,-0.359927918,-0.101210305,-0.151540022,-0.191452626,-0.096189181,-0.011204972,-0.397009614,-0.181678694,-0.239741722,-0.176241717,-0.136756336,1.902369853,-0.22868603,0.653539353,0.911151245,-0.227690943,0.351317524,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.11899034,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.715305022,-0.500898343,-0.286546897,-0.696907777,0.591086988,0.624216217,0.510703911,-0.648232377,-0.421261862,0.125965607,-0.799739964,0.62297267,-0.263493966,-0.634168596,0.167603661,-0.040509425,-0.510352985,-0.115470054,0.455192438,-0.156033692,0.589770695,0.105542015,0.453073763,0.763765108
"indices","pah_add_index","Edmonds Marina","9",0.00976909806264914,0.390523217576595,0.696149690371247,0.94174679012176,FALSE,FALSE,"NS","68",2.035497419,0.27488573,0.32034493,-0.056113763,-0.191533754,-0.107467216,-0.32424498,-0.308588889,-0.276862023,0.030698534,-0.014720659,-0.160965336,2.596138596,1.001280414,3.59741901,0,1.705590193,1.257904445,9.656471984,2.223556528,11.88002851,6.600606766,4.587933111,4.765667523,15.9542074,7.657255506,14.50623998,0,52.96122603,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.114566477,-0.383102158,-0.022743664,-0.149905073,0.813444874,-0.115470054,0.233026932,-0.197978232,2.372296874,0.604467903,0.457502348,-0.017855693,-0.085075169,-0.160755402,-0.234492818,0.048467602,-0.315388755,-0.097399877,-0.069405929,-0.038867925,0.50373769,-0.058977878,-0.142341343,-0.224317143,-0.224736767,-0.141285908,-0.533631239,-0.144531643,-0.148693206,-0.185435908,-0.060041951,-0.375148115,-0.027557404,-0.013828635,-0.010575551,-0.084543319,-0.142468094,0.005738448,-0.093599372,-0.121268312,-0.084378751,-0.172877915,-0.133108185,-0.550833887,-0.134953398,-0.346068858,-0.071615827,-0.03635234,-0.283220912,-0.10126925,-0.359927918,-0.051968764,-0.133149615,-0.191452626,-0.051930356,-0.011204972,-0.397009614,-0.181678694,-0.239741722,-0.09157525,-0.087486353,0.147509962,2.940604054,1.267628153,1.844601581,-0.25985068,0.351317524,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.032206461,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.53527859,-0.500898343,-0.286546897,0.183494335,0.439526222,0.514576366,0.340469274,0.805444881,-0.421261862,0.068359385,0.515621819,0.679744177,-0.263493966,0.847533731,0.212258277,0.052973864,-0.510352985,-0.115470054,0.233026932,-0.197978232,2.372296874,0.604467903,0.457502348,-0.017855693
"indices","pah_add_index","Eld Inlet","13",0.0844306020926626,0.945382928662308,0.344463414432501,0.94174679012176,FALSE,FALSE,"NS","72",1.578757386,-0.117762896,0.211746325,-0.011956563,0.017754899,0.059495964,0.080372217,0.05736359,-0.002574387,0.014906595,0.02384101,0.112788062,2.374083292,0.885283347,3.259366639,0,0.82242714,0,6.51458531,1.473348363,7.987933672,5.416892734,1.358354989,3.366026298,10.14127402,0,18.0237737,0,36.97540853,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.479647631,-0.149905073,-0.444459571,-0.115470054,0.973578621,-0.449645477,-0.428815693,-0.182299844,-0.162499543,0.920089268,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.300517793,-0.364053743,-0.266346387,-0.031647195,-0.28140338,-0.490803088,-0.371544439,-0.224736767,-0.505299754,-0.533631239,-0.283296821,-0.565094752,-0.185435908,-0.216105622,2.209927112,-0.271712971,-0.321566658,-0.302027749,-0.319385872,-0.315049962,-0.410055899,-0.333651754,-0.3564651,-0.310806042,-0.40981086,-0.333281544,-0.28450351,-0.362716309,-0.346068858,-0.395481464,-0.343406083,-0.283220912,-0.28231262,-0.359927918,-0.021666278,-0.284870476,-0.191452626,-0.232127003,-0.3011582,-0.397009614,-0.181678694,-0.239741722,-0.272761489,-0.301703671,-0.386577831,-0.22868603,-0.770030137,-0.605705551,-0.13121173,0.234987218,1.164272515,-0.402812367,-0.474532547,-0.377375669,-0.147918299,-0.325643257,1.427365447,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.235234538,-0.500898343,-0.286546897,-0.696907777,-0.015156077,0.076016963,0.255351955,-0.648232377,-0.421261862,-0.046853061,-0.799739964,0.395886642,-0.263493966,-0.634168596,-0.055669422,0.239940441,-0.510352985,-0.115470054,0.973578621,-0.449645477,-0.428815693,-0.182299844,-0.162499543,0.920089268
"indices","pah_add_index","Elliot Bay Myrtle Edwards","10",0.0133775321067082,0.137239413424944,0.890841558223286,0.94174679012176,FALSE,FALSE,"NS","19",0.21684418,-0.023850199,0.423995986,-0.044143171,-0.040850388,-0.097694815,-0.115199431,-0.095402051,-0.051910347,0.067333697,-0.018425644,0.012863258,0.991091661,1.024964349,2.016056011,0,9.944067469,0,8.991998361,0.861932291,9.853930652,61.59620522,101.0506419,26.01950621,188.6663533,2.935397503,78.90394768,1.605415019,291.9091116,-0.40381852,-0.336594759,-0.406375009,2.724971989,-0.229593899,3.946112191,-0.383102158,0.982445062,-0.149905073,-0.444459571,-0.115470054,-0.507524758,-0.575479099,0.589770695,-0.239868216,-0.02521341,0.190576521,1.370365856,-0.160755402,3.330061237,2.195825653,2.165256901,4.085861964,3.798431244,2.909926949,4.07297026,4.494891606,3.574583935,3.149641713,1.624103184,3.953869863,2.956468806,1.751925798,3.409647271,1.813318003,1.188467419,-0.375148115,2.442388453,4.878266281,5.110655932,4.784525606,5.624936192,4.842083226,5.986674779,5.803148083,5.416070738,4.752833301,5.389405048,3.287456853,5.094297106,2.658536094,5.085321622,4.876507547,4.142105835,5.0471516,4.413182983,6.428975531,5.42075342,1.878644576,3.710069837,4.215231904,2.275855828,1.465631855,1.420738543,4.175614671,3.768425373,1.291983804,-0.22868603,0.765191862,0.794469953,2.08781017,1.689116043,3.772032221,4.392572951,2.036679836,5.392894498,2.195246411,2.772828033,4.214142497,-0.115470054,-0.162716982,-0.314942546,-0.115470054,2.84001105,1.375401939,2.412743008,2.644046369,1.712613792,1.500451585,1.830254575,1.617229051,2.178362291,2.704709553,2.026970964,2.225592136,-0.966629525,3.923380492,2.403321176,2.221716024,1.59544813,1.095062034,-0.115470054,-0.507524758,-0.575479099,0.589770695,-0.239868216,-0.02521341,0.190576521
